"","article","sentence"
"3080","Visualizing Uncertainty About the Future_2011_A+213","There is no consensus on either the benefit or optimum means of communicating such uncertainty."
"3081","Visualizing Uncertainty About the Future_2011_A+214","More- over, research indicates that although some peo- ple may welcome additional acknowledgement of ambiguity, others—particularly those with low numeracy or low optimism—may become con- fused, suspicious, and more risk-averse (54, 55)."
"3082","Visualizing Uncertainty About the Future_2011_A+215","Statistical sampling error can be communi- cated using the techniques on visualizing contin- uous probability distributions outlined earlier."
"3083","Visualizing Uncertainty About the Future_2011_A+216","One method for communicating to patients the potential benefits and harms of a treatment is illustrated in Fig."
"3084","Visualizing Uncertainty About the Future_2011_A+218","The information used in this figure is taken from a review by the Cochrane Collaboration on adjuvant radiotherapy after surgery for cancer of the cervix (56) (see also Fig."
"3085","Visualizing Uncertainty About the Future_2011_A+220","The probabilities of different outcomes are represented by stacked icons, heavily influ- enced by Neurath’s Isotypes."
"3086","Visualizing Uncertainty About the Future_2011_A+222","6A are not mutually exclusive, 100 women are displayed in each bar, allowing part-to-whole comparisons."
"3087","Visualizing Uncertainty About the Future_2011_A+225","6B to leave only the positive and negative aspects of the health care intervention."
"3088","Visualizing Uncertainty About the Future_2011_A+227","6C is an optional representation, which includes a mea- sure of uncertainty by fading the intensity of shading of the icons."
"3089","Visualizing Uncertainty About the Future_2011_A+228","The yellow dots in Fig. 6 indicate GRADE assessments, which are stan- dard practice in the Cochrane Collaboration and other organizations to express a judgment as to the quality of the underlying evidence (57)."
"3090","Visualizing Uncertainty About the Future_2011_A+229","GRADE is based on the extent to which the authors of the review expect the estimates of the benefits and harms of a treatment to change when more evidence is received."
"3091","Visualizing Uncertainty About the Future_2011_A+230","This feature is arguably more important than representations of statistical sampling error."
"3092","Visualizing Uncertainty About the Future_2011_A+232","In 2003, Bostrom and Lofstedt (53) concluded that risk communication was “still more art than science, relying as it often does in practice on good intuition rather than well-researched prin- ciples.”"
"3093","Visualizing Uncertainty About the Future_2011_A+233","There has been limited progress since then, and existing reviews lament the poor re- search base in this area, with many small studies carried out on students (15) or self-selected sam- ples, little exploration of cumulative risk informa- tion, and contradictory findings."
"3094","Visualizing Uncertainty About the Future_2011_A+236","S6, which shows those contestants who are most likely to win the Wimbledon 2011 men’s singles tournament."
"3095","Visualizing Uncertainty About the Future_2011_A+238","S7, in which a large rectangle repre- senting 100% is subdivided into small labeled rectangles whose areas represent the probabil- ities of the labeled events."
"3096","Visualizing Uncertainty About the Future_2011_A+240","A striking example is Rosling’s Gapminder (49), which has influenced the development of animation of large and com- plex data sets in which interactivity is encour- aged, and controlled movement is generally used to represent changes over time."
"3097","Visualizing Uncertainty About the Future_2011_A+241","There are several benefits claimed for interactive over static visual- izations (14, 50)."
"3098","Visualizing Uncertainty About the Future_2011_A+242","Understanding and retention are promoted by interactive graphics because the user is encouraged to engage with the content ac- tively rather than passively, which can also help to counteract differences in numeracy (51)."
"3099","Visualizing Uncertainty About the Future_2011_A+243","Com- ponents such as tool-tip hints and hyperlinks allow optional explanation and multiple repre- Box 1."
"3100","Visualizing Uncertainty About the Future_2011_A+245","The most suitable choice of visualization to illustrate uncertainty depends closely on the objectives of the presenter, the context of the communication, and the audience."
"3101","Visualizing Uncertainty About the Future_2011_A+246","Visschers et al. (15) concluded that the “task at hand may determine which graph is most appropriate to present probability infor- mation” and it is “not possible to formulate recommendations about graph types and layouts.”"
"3102","Visualizing Uncertainty About the Future_2011_A+247","None- theless, if we aim to encourage understanding rather than to just persuade, certain broad conclusions can be drawn, which hold regardless of the audience."
"3103","Visualizing Uncertainty About the Future_2011_A+248","Use multiple formats, because no single representation suits all members of an audience."
"3104","Visualizing Uncertainty About the Future_2011_A+250","Design graphics to allow part-to-whole comparisons, and choose an appropriate scale, possibly with magnification for small probabilities."
"3105","Visualizing Uncertainty About the Future_2011_A+251","To avoid framing bias, provide percentages or frequencies both with and without the outcome, using frequencies with a clearly defined denominator of constant size."
